class	parent_class	field	type_code	type_size_bytes	type_guess	offset_dec	offset_hex	elem_count	enum_table	reg_func	parent_reg_func	call_site	class_confidence
Precipitation	GameBase	maxNumDrops	1	4	S32	217128	0x35028	1		0x00680ab0	0x005e3670	0x00680b70	vtable-init
Precipitation	GameBase	maxRadius	1	4	S32	217132	0x3502c	1		0x00680ab0	0x005e3670	0x00680b88	vtable-init
Precipitation	GameBase	offsetSpeed	5	4	F32	217136	0x35030	1		0x00680ab0	0x005e3670	0x00680b28	vtable-init
PrecipitationData	GameBaseData	soundProfile	34	4	AudioProfile*	68	0x44	1		0x006801c0	0x005e27d0	0x006801eb	vtable-init
PrecipitationData	GameBaseData	type	1	4	S32	76	0x4c	1		0x006801c0	0x005e27d0	0x00680200	vtable-init
PrecipitationData	GameBaseData	maxSize	5	4	F32	80	0x50	1		0x006801c0	0x005e27d0	0x00680215	vtable-init
PrecipitationData	GameBaseData	sizeX	5	4	F32	84	0x54	1		0x006801c0	0x005e27d0	0x0068023f	vtable-init
PrecipitationData	GameBaseData	sizeY	5	4	F32	88	0x58	1		0x006801c0	0x005e27d0	0x00680254	vtable-init
PrecipitationData	GameBaseData	materialList	7	4	string(char*)	92	0x5c	1		0x006801c0	0x005e27d0	0x0068022a	vtable-init
PrecipitationData	GameBaseData	movingBoxPer	5	4	F32	96	0x60	1		0x006801c0	0x005e27d0	0x00680269	vtable-init
PrecipitationData	GameBaseData	divHeightVal	5	4	F32	100	0x64	1		0x006801c0	0x005e27d0	0x0068027e	vtable-init
PrecipitationData	GameBaseData	sizeBigBox	5	4	F32	104	0x68	1		0x006801c0	0x005e27d0	0x00680293	vtable-init
PrecipitationData	GameBaseData	topBoxSpeed	5	4	F32	108	0x6c	1		0x006801c0	0x005e27d0	0x006802a8	vtable-init
PrecipitationData	GameBaseData	frontBoxSpeed	5	4	F32	112	0x70	1		0x006801c0	0x005e27d0	0x006802bd	vtable-init
PrecipitationData	GameBaseData	topBoxDrawPer	5	4	F32	116	0x74	1		0x006801c0	0x005e27d0	0x006802d2	vtable-init
PrecipitationData	GameBaseData	bottomDrawHeight	5	4	F32	120	0x78	1		0x006801c0	0x005e27d0	0x006802e7	vtable-init
PrecipitationData	GameBaseData	skipIfPer	5	4	F32	124	0x7c	1		0x006801c0	0x005e27d0	0x006802fc	vtable-init
PrecipitationData	GameBaseData	bottomSpeedPer	5	4	F32	128	0x80	1		0x006801c0	0x005e27d0	0x00680314	vtable-init
PrecipitationData	GameBaseData	FrontSpeedPer	5	4	F32	132	0x84	1		0x006801c0	0x005e27d0	0x0068032c	vtable-init
PrecipitationData	GameBaseData	FrontRadiusPer	5	4	F32	136	0x88	1		0x006801c0	0x005e27d0	0x00680344	vtable-init
Projectile	GameBase	initialPosition	16	12	Point3F(12B)	648	0x288	1		0x00631a50	0x005e3670	0x00631a68	vtable-init
Projectile	GameBase	initialDirection	16	12	Point3F(12B)	660	0x294	1		0x00631a50	0x005e3670	0x00631a80	vtable-init
Projectile	GameBase	sourceObject	1	4	S32	672	0x2a0	1		0x00631a50	0x005e3670	0x00631a98	vtable-init
Projectile	GameBase	vehicleObject	1	4	S32	676	0x2a4	1		0x00631a50	0x005e3670	0x00631ab0	vtable-init
Projectile	GameBase	sourceSlot	1	4	S32	680	0x2a8	1		0x00631a50	0x005e3670	0x00631ac8	vtable-init
ProjectileData	GameBaseData	projectileShapeName	7	4	string(char*)	68	0x44	1		0x006303f0	0x005e27d0	0x0063041b	vtable-init
ProjectileData	GameBaseData	emitterDelay	1	4	S32	72	0x48	1		0x006303f0	0x005e27d0	0x00630430	vtable-init
ProjectileData	GameBaseData	decalData	41	8	DecalData*	76	0x4c	6		0x006303f0	0x005e27d0	0x0063066d	vtable-init
ProjectileData	GameBaseData	velInheritFactor	5	4	F32	128	0x80	1		0x006303f0	0x005e27d0	0x00630448	vtable-init
ProjectileData	GameBaseData	directDamage	5	4	F32	136	0x88	1		0x006303f0	0x005e27d0	0x00630460	vtable-init
ProjectileData	GameBaseData	hasDamageRadius	3	1	bool(4)	140	0x8c	1		0x006303f0	0x005e27d0	0x00630478	vtable-init
ProjectileData	GameBaseData	indirectDamage	5	4	F32	144	0x90	1		0x006303f0	0x005e27d0	0x00630490	vtable-init
ProjectileData	GameBaseData	damageRadius	5	4	F32	148	0x94	1		0x006303f0	0x005e27d0	0x006304a8	vtable-init
ProjectileData	GameBaseData	radiusDamageType	1	4	S32	152	0x98	1		0x006303f0	0x005e27d0	0x006304c0	vtable-init
ProjectileData	GameBaseData	kickBackStrength	5	4	F32	156	0x9c	1		0x006303f0	0x005e27d0	0x006304d8	vtable-init
ProjectileData	GameBaseData	hasLight	3	1	bool(4)	160	0xa0	1		0x006303f0	0x005e27d0	0x006305c8	vtable-init
ProjectileData	GameBaseData	lightRadius	5	4	F32	164	0xa4	1		0x006303f0	0x005e27d0	0x006305e0	vtable-init
ProjectileData	GameBaseData	lightColor	12	16	ColorF(16B)	168	0xa8	1		0x006303f0	0x005e27d0	0x006305f8	vtable-init
ProjectileData	GameBaseData	hasLightUnderwaterColor	3	1	bool(4)	184	0xb8	1		0x006303f0	0x005e27d0	0x00630610	vtable-init
ProjectileData	GameBaseData	underWaterLightColor	12	16	ColorF(16B)	188	0xbc	1		0x006303f0	0x005e27d0	0x00630628	vtable-init
ProjectileData	GameBaseData	explodeOnWaterImpact	3	1	bool(4)	204	0xcc	1		0x006303f0	0x005e27d0	0x00630640	vtable-init
ProjectileData	GameBaseData	bubbleEmitTime	5	4	F32	208	0xd0	1		0x006303f0	0x005e27d0	0x00630685	vtable-init
ProjectileData	GameBaseData	faceViewer	3	1	bool(4)	212	0xd4	1		0x006303f0	0x005e27d0	0x0063069d	vtable-init
ProjectileData	GameBaseData	scale	16	12	Point3F(12B)	216	0xd8	1		0x006303f0	0x005e27d0	0x006306b5	vtable-init
ProjectileData	GameBaseData	depthTolerance	5	4	F32	228	0xe4	1		0x006303f0	0x005e27d0	0x00630658	vtable-init
ProjectileData	GameBaseData	baseEmitter	32	8	ParticleEmitterData*	232	0xe8	1		0x006303f0	0x005e27d0	0x006304f0	vtable-init
ProjectileData	GameBaseData	delayEmitter	32	8	ParticleEmitterData*	236	0xec	1		0x006303f0	0x005e27d0	0x00630508	vtable-init
ProjectileData	GameBaseData	bubbleEmitter	32	8	ParticleEmitterData*	240	0xf0	1		0x006303f0	0x005e27d0	0x00630520	vtable-init
ProjectileData	GameBaseData	explosion	25	4	ExplosionData*	244	0xf4	1		0x006303f0	0x005e27d0	0x00630538	vtable-init
ProjectileData	GameBaseData	underwaterExplosion	25	4	ExplosionData*	248	0xf8	1		0x006303f0	0x005e27d0	0x00630550	vtable-init
ProjectileData	GameBaseData	splash	27	8	SplashData*	252	0xfc	1		0x006303f0	0x005e27d0	0x00630568	vtable-init
ProjectileData	GameBaseData	sound	34	4	AudioProfile*	256	0x100	1		0x006303f0	0x005e27d0	0x00630580	vtable-init
ProjectileData	GameBaseData	wetFireSound	34	4	AudioProfile*	260	0x104	1		0x006303f0	0x005e27d0	0x00630598	vtable-init
ProjectileData	GameBaseData	fireSound	34	4	AudioProfile*	264	0x108	1		0x006303f0	0x005e27d0	0x006305b0	vtable-init
RepairProjectile	Projectile	targetObject	1	4	S32	860	0x35c	1		0x00644e90	0x00631a50	0x00644ea8	vtable-init
RepairProjectileData	ProjectileData	beamRange	5	4	F32	312	0x138	1		0x00644910	0x006303f0	0x00644928	vtable-init
RepairProjectileData	ProjectileData	beamWidth	5	4	F32	316	0x13c	1		0x00644910	0x006303f0	0x00644940	vtable-init
RepairProjectileData	ProjectileData	numSegments	1	4	S32	320	0x140	1		0x00644910	0x006303f0	0x006449a0	vtable-init
RepairProjectileData	ProjectileData	texRepeat	5	4	F32	324	0x144	1		0x00644910	0x006303f0	0x00644970	vtable-init
RepairProjectileData	ProjectileData	beamSpeed	5	4	F32	328	0x148	1		0x00644910	0x006303f0	0x00644958	vtable-init
RepairProjectileData	ProjectileData	blurFreq	5	4	F32	332	0x14c	1		0x00644910	0x006303f0	0x006449b8	vtable-init
RepairProjectileData	ProjectileData	blurLifetime	5	4	F32	336	0x150	1		0x00644910	0x006303f0	0x006449d0	vtable-init
RepairProjectileData	ProjectileData	cutoffAngle	5	4	F32	340	0x154	1		0x00644910	0x006303f0	0x006449e8	vtable-init
RepairProjectileData	ProjectileData	textures	7	4	string(char*)	344	0x158	2		0x00644910	0x006303f0	0x00644988	vtable-init
RunningLightData	GameBaseData	type	1	4	S32	68	0x44	1		0x006a08f0	0x005e27d0	0x006a0984	vtable-init
RunningLightData	GameBaseData	radius	5	4	F32	72	0x48	1		0x006a08f0	0x005e27d0	0x006a0930	vtable-init
RunningLightData	GameBaseData	color	12	16	ColorF(16B)	76	0x4c	1		0x006a08f0	0x005e27d0	0x006a0945	vtable-init
RunningLightData	GameBaseData	nodeName	7	4	string(char*)	92	0x5c	1		0x006a08f0	0x005e27d0	0x006a095a	vtable-init
RunningLightData	GameBaseData	direction	16	12	Point3F(12B)	96	0x60	1		0x006a08f0	0x005e27d0	0x006a096f	vtable-init
RunningLightData	GameBaseData	offset	16	12	Point3F(12B)	108	0x6c	1		0x006a08f0	0x005e27d0	0x006a0999	vtable-init
RunningLightData	GameBaseData	length	5	4	F32	120	0x78	1		0x006a08f0	0x005e27d0	0x006a09ae	vtable-init
RunningLightData	GameBaseData	texture	7	4	string(char*)	124	0x7c	1		0x006a08f0	0x005e27d0	0x006a091b	vtable-init
SceneObject	NetObject	position	20		Point3F?	156	0x9c	1		0x0058c7f0		0x0058c808	vtable-init
SceneObject	NetObject	rotation	21	64	AngAxisF/Rot	156	0x9c	1		0x0058c7f0		0x0058c820	vtable-init
SceneObject	NetObject	scale	16	12	Point3F(12B)	284	0x11c	1		0x0058c7f0		0x0058c838	vtable-init
ScriptObject	SimObject	class	7	4	string(char*)	48	0x30	1		0x00434b90		0x00434ba0	vtable-init
ScriptObject	SimObject	superClass	7	4	string(char*)	52	0x34	1		0x00434b90		0x00434bb5	vtable-init
SeekerProjectileData	ProjectileData	lifetimeMS	1	4	S32	312	0x138	1		0x006370d0	0x006303f0	0x006370e8	vtable-init
SeekerProjectileData	ProjectileData	muzzleVelocity	5	4	F32	316	0x13c	1		0x006370d0	0x006303f0	0x00637100	vtable-init
SeekerProjectileData	ProjectileData	turningSpeed	5	4	F32	320	0x140	1		0x006370d0	0x006303f0	0x00637118	vtable-init
SeekerProjectileData	ProjectileData	maxVelocity	5	4	F32	324	0x144	1		0x006370d0	0x006303f0	0x006371d8	vtable-init
SeekerProjectileData	ProjectileData	acceleration	5	4	F32	328	0x148	1		0x006370d0	0x006303f0	0x006371f0	vtable-init
SeekerProjectileData	ProjectileData	terrainAvoidanceSpeed	5	4	F32	336	0x150	1		0x006370d0	0x006303f0	0x00637130	vtable-init
SeekerProjectileData	ProjectileData	terrainScanAhead	5	4	F32	340	0x154	1		0x006370d0	0x006303f0	0x00637148	vtable-init
SeekerProjectileData	ProjectileData	terrainHeightFail	5	4	F32	344	0x158	1		0x006370d0	0x006303f0	0x00637160	vtable-init
SeekerProjectileData	ProjectileData	terrainAvoidanceRadius	5	4	F32	348	0x15c	1		0x006370d0	0x006303f0	0x00637178	vtable-init
SeekerProjectileData	ProjectileData	flareDistance	5	4	F32	352	0x160	1		0x006370d0	0x006303f0	0x00637190	vtable-init
SeekerProjectileData	ProjectileData	flareAngle	5	4	F32	356	0x164	1		0x006370d0	0x006303f0	0x006371a8	vtable-init
SeekerProjectileData	ProjectileData	useFlechette	3	1	bool(4)	360	0x168	1		0x006370d0	0x006303f0	0x006371c0	vtable-init
SeekerProjectileData	ProjectileData	flechetteDelayMs	1	4	S32	364	0x16c	1		0x006370d0	0x006303f0	0x00637208	vtable-init
SeekerProjectileData	ProjectileData	puffEmitter	32	8	ParticleEmitterData*	368	0x170	1		0x006370d0	0x006303f0	0x00637268	vtable-init
SeekerProjectileData	ProjectileData	exhaustEmitter	32	8	ParticleEmitterData*	376	0x178	1		0x006370d0	0x006303f0	0x00637280	vtable-init
SeekerProjectileData	ProjectileData	exhaustTimeMs	1	4	S32	384	0x180	1		0x006370d0	0x006303f0	0x00637220	vtable-init
SeekerProjectileData	ProjectileData	exhaustNodeName	7	4	string(char*)	388	0x184	1		0x006370d0	0x006303f0	0x00637238	vtable-init
SeekerProjectileData	ProjectileData	casingDeb	39	8	DebrisData*	392	0x188	1		0x006370d0	0x006303f0	0x00637298	vtable-init
SeekerProjectileData	ProjectileData	casingShapeName	7	4	string(char*)	400	0x190	1		0x006370d0	0x006303f0	0x00637250	vtable-init
SensorData	SimDataBlock	detects	3	1	bool(4)	60	0x3c	1		0x0066a270		0x0066a285	vtable-init
SensorData	SimDataBlock	detectsUsingLOS	3	1	bool(4)	61	0x3d	1		0x0066a270		0x0066a29a	vtable-init
SensorData	SimDataBlock	detectsPassiveJammed	3	1	bool(4)	62	0x3e	1		0x0066a270		0x0066a2c4	vtable-init
SensorData	SimDataBlock	detectsActiveJammed	3	1	bool(4)	63	0x3f	1		0x0066a270		0x0066a2af	vtable-init
SensorData	SimDataBlock	detectsCloaked	3	1	bool(4)	64	0x40	1		0x0066a270		0x0066a2d9	vtable-init
SensorData	SimDataBlock	detectionPings	3	1	bool(4)	65	0x41	1		0x0066a270		0x0066a2ee	vtable-init
SensorData	SimDataBlock	detectsFOVOnly	3	1	bool(4)	66	0x42	1		0x0066a270		0x0066a303	vtable-init
SensorData	SimDataBlock	detectMinVelocity	5	4	F32	68	0x44	1		0x0066a270		0x0066a396	vtable-init
SensorData	SimDataBlock	detectRadius	5	4	F32	76	0x4c	1		0x0066a270		0x0066a381	vtable-init
SensorData	SimDataBlock	detectFOV	5	4	F32	84	0x54	1		0x0066a270		0x0066a36c	vtable-init
SensorData	SimDataBlock	jams	3	1	bool(4)	92	0x5c	1		0x0066a270		0x0066a318	vtable-init
SensorData	SimDataBlock	jamsOnlyGroup	3	1	bool(4)	93	0x5d	1		0x0066a270		0x0066a32d	vtable-init
SensorData	SimDataBlock	jamsUsingLOS	3	1	bool(4)	94	0x5e	1		0x0066a270		0x0066a342	vtable-init
SensorData	SimDataBlock	jamRadius	5	4	F32	96	0x60	1		0x0066a270		0x0066a357	vtable-init
SensorData	SimDataBlock	detectFOVPercent	5	4	F32	104	0x68	1		0x0066a270		0x0066a3ab	vtable-init
SensorData	SimDataBlock	useObjectFOV	3	1	bool(4)	108	0x6c	1		0x0066a270		0x0066a3c0	vtable-init
ShapeBaseData	GameBaseData	shapeFile	8	4	string-ptr	68	0x44	1		0x005e4c20	0x005e27d0	0x005e4c35	vtable-init
ShapeBaseData	GameBaseData	debrisShapeName	7	4	string(char*)	72	0x48	1		0x005e4c20	0x005e27d0	0x005e4e30	vtable-init
ShapeBaseData	GameBaseData	heatSignature	5	4	F32	80	0x50	1		0x005e4c20	0x005e27d0	0x005e4f4a	vtable-init
ShapeBaseData	GameBaseData	debris	39	8	DebrisData*	84	0x54	1		0x005e4c20	0x005e27d0	0x005e4c74	vtable-init
ShapeBaseData	GameBaseData	explosion	25	4	ExplosionData*	92	0x5c	1		0x005e4c20	0x005e27d0	0x005e4c4a	vtable-init
ShapeBaseData	GameBaseData	underwaterExplosion	25	4	ExplosionData*	100	0x64	1		0x005e4c20	0x005e27d0	0x005e4c5f	vtable-init
ShapeBaseData	GameBaseData	cmdIcon	40	8	?	108	0x6c	1		0x005e4c20	0x005e27d0	0x005e4ebd	vtable-init
ShapeBaseData	GameBaseData	mass	5	4	F32	116	0x74	1		0x005e4c20	0x005e27d0	0x005e4c89	vtable-init
ShapeBaseData	GameBaseData	drag	5	4	F32	120	0x78	1		0x005e4c20	0x005e27d0	0x005e4c9e	vtable-init
ShapeBaseData	GameBaseData	density	5	4	F32	124	0x7c	1		0x005e4c20	0x005e27d0	0x005e4cb3	vtable-init
ShapeBaseData	GameBaseData	maxEnergy	5	4	F32	128	0x80	1		0x005e4c20	0x005e27d0	0x005e4ccb	vtable-init
ShapeBaseData	GameBaseData	maxDamage	5	4	F32	132	0x84	1		0x005e4c20	0x005e27d0	0x005e4ce3	vtable-init
ShapeBaseData	GameBaseData	repairRate	5	4	F32	136	0x88	1		0x005e4c20	0x005e27d0	0x005e4d2b	vtable-init
ShapeBaseData	GameBaseData	disabledLevel	5	4	F32	140	0x8c	1		0x005e4c20	0x005e27d0	0x005e4cfb	vtable-init
ShapeBaseData	GameBaseData	destroyedLevel	5	4	F32	144	0x90	1		0x005e4c20	0x005e27d0	0x005e4d13	vtable-init
ShapeBaseData	GameBaseData	shieldEffectLifetimeMS	1	4	S32	148	0x94	1		0x005e4c20	0x005e27d0	0x005e4f62	vtable-init
ShapeBaseData	GameBaseData	shieldEffectScale	16	12	Point3F(12B)	152	0x98	1		0x005e4c20	0x005e27d0	0x005e4f7a	vtable-init
ShapeBaseData	GameBaseData	cameraMaxDist	5	4	F32	164	0xa4	1		0x005e4c20	0x005e27d0	0x005e4d43	vtable-init
ShapeBaseData	GameBaseData	cameraMinDist	5	4	F32	168	0xa8	1		0x005e4c20	0x005e27d0	0x005e4d5b	vtable-init
ShapeBaseData	GameBaseData	cameraDefaultFov	5	4	F32	172	0xac	1		0x005e4c20	0x005e27d0	0x005e4d73	vtable-init
ShapeBaseData	GameBaseData	cameraMinFov	5	4	F32	176	0xb0	1		0x005e4c20	0x005e27d0	0x005e4d8b	vtable-init
ShapeBaseData	GameBaseData	cameraMaxFov	5	4	F32	180	0xb4	1		0x005e4c20	0x005e27d0	0x005e4da3	vtable-init
ShapeBaseData	GameBaseData	computeCRC	3	1	bool(4)	192	0xc0	1		0x005e4c20	0x005e27d0	0x005e4f35	vtable-init
ShapeBaseData	GameBaseData	sensorRadius	5	4	F32	348	0x15c	1		0x005e4c20	0x005e27d0	0x005e4e78	vtable-init
ShapeBaseData	GameBaseData	sensorColor	11	4	ColorI(4B)	352	0x160	1		0x005e4c20	0x005e27d0	0x005e4e90	vtable-init
ShapeBaseData	GameBaseData	cmdCategory	7	4	string(char*)	356	0x164	1		0x005e4c20	0x005e27d0	0x005e4ea8	vtable-init
ShapeBaseData	GameBaseData	cmdMiniIconName	7	4	string(char*)	360	0x168	1		0x005e4c20	0x005e27d0	0x005e4ed5	vtable-init
ShapeBaseData	GameBaseData	canControl	3	1	bool(4)	364	0x16c	1		0x005e4c20	0x005e27d0	0x005e4eed	vtable-init
ShapeBaseData	GameBaseData	canObserve	3	1	bool(4)	365	0x16d	1		0x005e4c20	0x005e27d0	0x005e4f05	vtable-init
ShapeBaseData	GameBaseData	observeThroughObject	3	1	bool(4)	366	0x16e	1		0x005e4c20	0x005e27d0	0x005e4f1d	vtable-init
ShapeBaseData	GameBaseData	hudImageName	7	4	string(char*)	372	0x174	8		0x005e4c20	0x005e27d0	0x005e4f92	vtable-init
ShapeBaseData	GameBaseData	hudImageNameFriendly	7	4	string(char*)	372	0x174	8		0x005e4c20	0x005e27d0	0x005e4faa	vtable-init
ShapeBaseData	GameBaseData	hudImageNameEnemy	7	4	string(char*)	404	0x194	8		0x005e4c20	0x005e27d0	0x005e4fc2	vtable-init
ShapeBaseData	GameBaseData	hudRenderCenter	3	1	bool(4)	500	0x1f4	8		0x005e4c20	0x005e27d0	0x005e4fda	vtable-init
ShapeBaseData	GameBaseData	hudRenderModulated	3	1	bool(4)	508	0x1fc	8		0x005e4c20	0x005e27d0	0x005e4ff2	vtable-init
ShapeBaseData	GameBaseData	hudRenderAlways	3	1	bool(4)	516	0x204	8		0x005e4c20	0x005e27d0	0x005e500a	vtable-init
ShapeBaseData	GameBaseData	hudRenderDistance	3	1	bool(4)	524	0x20c	8		0x005e4c20	0x005e27d0	0x005e5022	vtable-init
ShapeBaseData	GameBaseData	hudRenderName	3	1	bool(4)	532	0x214	8		0x005e4c20	0x005e27d0	0x005e503a	vtable-init
ShapeBaseData	GameBaseData	emap	3	1	bool(4)	805	0x325	1		0x005e4c20	0x005e27d0	0x005e4dbb	vtable-init
ShapeBaseData	GameBaseData	firstPersonOnly	3	1	bool(4)	806	0x326	1		0x005e4c20	0x005e27d0	0x005e4e48	vtable-init
ShapeBaseData	GameBaseData	useEyePoint	3	1	bool(4)	807	0x327	1		0x005e4c20	0x005e27d0	0x005e4e60	vtable-init
ShapeBaseData	GameBaseData	aiAvoidThis	3	1	bool(4)	808	0x328	1		0x005e4c20	0x005e27d0	0x005e4dd3	vtable-init
ShapeBaseData	GameBaseData	isInvincible	3	1	bool(4)	809	0x329	1		0x005e4c20	0x005e27d0	0x005e4deb	vtable-init
ShapeBaseData	GameBaseData	renderWhenDestroyed	3	1	bool(4)	810	0x32a	1		0x005e4c20	0x005e27d0	0x005e4e1b	vtable-init
ShapeBaseData	GameBaseData	inheritEnergyFromMount	3	1	bool(4)	811	0x32b	1		0x005e4c20	0x005e27d0	0x005e4e03	vtable-init
ShapeBaseImageData	GameBaseData	stateName	8	4	string-ptr	68	0x44	31		0x005f4d90	0x005e27d0	0x005f5018	vtable-init
ShapeBaseImageData	GameBaseData	stateTransitionOnLoaded	7	4	string(char*)	192	0xc0	31		0x005f4d90	0x005e27d0	0x005f5030	vtable-init
ShapeBaseImageData	GameBaseData	stateTransitionOnNotLoaded	7	4	string(char*)	316	0x13c	31		0x005f4d90	0x005e27d0	0x005f5048	vtable-init
ShapeBaseImageData	GameBaseData	stateTransitionOnAmmo	7	4	string(char*)	440	0x1b8	31		0x005f4d90	0x005e27d0	0x005f5060	vtable-init
ShapeBaseImageData	GameBaseData	stateTransitionOnNoAmmo	7	4	string(char*)	564	0x234	31		0x005f4d90	0x005e27d0	0x005f5078	vtable-init
ShapeBaseImageData	GameBaseData	stateTransitionOnTarget	7	4	string(char*)	688	0x2b0	31		0x005f4d90	0x005e27d0	0x005f5090	vtable-init
ShapeBaseImageData	GameBaseData	stateTransitionOnNoTarget	7	4	string(char*)	812	0x32c	31		0x005f4d90	0x005e27d0	0x005f50a8	vtable-init
ShapeBaseImageData	GameBaseData	stateTransitionOnWet	7	4	string(char*)	936	0x3a8	31		0x005f4d90	0x005e27d0	0x005f50c0	vtable-init
ShapeBaseImageData	GameBaseData	stateTransitionOnNotWet	7	4	string(char*)	1060	0x424	31		0x005f4d90	0x005e27d0	0x005f50d8	vtable-init
ShapeBaseImageData	GameBaseData	stateTransitionOnTriggerUp	7	4	string(char*)	1184	0x4a0	31		0x005f4d90	0x005e27d0	0x005f50f0	vtable-init
ShapeBaseImageData	GameBaseData	stateTransitionOnTriggerDown	7	4	string(char*)	1308	0x51c	31		0x005f4d90	0x005e27d0	0x005f5108	vtable-init
ShapeBaseImageData	GameBaseData	stateTransitionOnTimeout	7	4	string(char*)	1432	0x598	31		0x005f4d90	0x005e27d0	0x005f5120	vtable-init
ShapeBaseImageData	GameBaseData	stateTimeoutValue	5	4	F32	1556	0x614	31		0x005f4d90	0x005e27d0	0x005f5138	vtable-init
ShapeBaseImageData	GameBaseData	stateWaitForTimeout	3	1	bool(4)	1680	0x690	31		0x005f4d90	0x005e27d0	0x005f5150	vtable-init
ShapeBaseImageData	GameBaseData	stateFire	3	1	bool(4)	1711	0x6af	31		0x005f4d90	0x005e27d0	0x005f5168	vtable-init
ShapeBaseImageData	GameBaseData	stateEjectShell	3	1	bool(4)	1742	0x6ce	31		0x005f4d90	0x005e27d0	0x005f5180	vtable-init
ShapeBaseImageData	GameBaseData	stateShockwave	3	1	bool(4)	1773	0x6ed	31		0x005f4d90	0x005e27d0	0x005f5198	vtable-init
ShapeBaseImageData	GameBaseData	stateEnergyDrain	5	4	F32	1804	0x70c	31		0x005f4d90	0x005e27d0	0x005f51b0	vtable-init
ShapeBaseImageData	GameBaseData	stateAllowImageChange	3	1	bool(4)	1928	0x788	31		0x005f4d90	0x005e27d0	0x005f51c8	vtable-init
ShapeBaseImageData	GameBaseData	stateDirection	3	1	bool(4)	1990	0x7c6	31		0x005f4d90	0x005e27d0	0x005f51e0	vtable-init
ShapeBaseImageData	GameBaseData	stateLoadedFlag	9	4	enum(S32)+table	2024	0x7e8	31	0x840858	0x005f4d90	0x005e27d0	0x005f51fb	vtable-init
ShapeBaseImageData	GameBaseData	stateSpinThread	9	4	enum(S32)+table	2148	0x864	31	0x840860	0x005f4d90	0x005e27d0	0x005f5216	vtable-init
ShapeBaseImageData	GameBaseData	stateRecoil	9	4	enum(S32)+table	2272	0x8e0	31	0x840868	0x005f4d90	0x005e27d0	0x005f5231	vtable-init
ShapeBaseImageData	GameBaseData	stateSequence	7	4	string(char*)	2396	0x95c	31		0x005f4d90	0x005e27d0	0x005f5249	vtable-init
ShapeBaseImageData	GameBaseData	stateSequenceRandomFlash	3	1	bool(4)	2520	0x9d8	31		0x005f4d90	0x005e27d0	0x005f5261	vtable-init
ShapeBaseImageData	GameBaseData	stateIgnoreLoadedForReady	3	1	bool(4)	2551	0x9f7	31		0x005f4d90	0x005e27d0	0x005f52f1	vtable-init
ShapeBaseImageData	GameBaseData	stateSound	34	4	AudioProfile*	2584	0xa18	31		0x005f4d90	0x005e27d0	0x005f5279	vtable-init
ShapeBaseImageData	GameBaseData	stateScript	8	4	string-ptr	2708	0xa94	31		0x005f4d90	0x005e27d0	0x005f5291	vtable-init
ShapeBaseImageData	GameBaseData	stateEmitter	32	8	ParticleEmitterData*	2836	0xb14	31		0x005f4d90	0x005e27d0	0x005f52a9	vtable-init
ShapeBaseImageData	GameBaseData	stateEmitterTime	5	4	F32	2960	0xb90	31		0x005f4d90	0x005e27d0	0x005f52c1	vtable-init
ShapeBaseImageData	GameBaseData	stateEmitterNode	1	4	S32	3084	0xc0c	31		0x005f4d90	0x005e27d0	0x005f52d9	vtable-init
ShapeBaseImageData	GameBaseData	emap	3	1	bool(4)	3208	0xc88	1		0x005f4d90	0x005e27d0	0x005f4da8	vtable-init
ShapeBaseImageData	GameBaseData	shapeFile	8	4	string-ptr	3212	0xc8c	1		0x005f4d90	0x005e27d0	0x005f4dc0	vtable-init
ShapeBaseImageData	GameBaseData	mountPoint	1	4	S32	3216	0xc90	1		0x005f4d90	0x005e27d0	0x005f4e98	vtable-init
ShapeBaseImageData	GameBaseData	offset	20		Point3F?	3220	0xc94	1		0x005f4d90	0x005e27d0	0x005f4eb0	vtable-init
ShapeBaseImageData	GameBaseData	rotation	21	64	AngAxisF/Rot	3220	0xc94	1		0x005f4d90	0x005e27d0	0x005f4ec8	vtable-init
ShapeBaseImageData	GameBaseData	firstPerson	3	1	bool(4)	3284	0xcd4	1		0x005f4d90	0x005e27d0	0x005f4ee0	vtable-init
ShapeBaseImageData	GameBaseData	projectile	36	8	ProjectileData*	3288	0xcd8	1		0x005f4d90	0x005e27d0	0x005f4dd8	vtable-init
ShapeBaseImageData	GameBaseData	muzzleFlash	26	8	ShockwaveData*	3296	0xce0	1		0x005f4d90	0x005e27d0	0x005f5339	vtable-init
ShapeBaseImageData	GameBaseData	isSeeker	3	1	bool(4)	3304	0xce8	1		0x005f4d90	0x005e27d0	0x005f4df0	vtable-init
ShapeBaseImageData	GameBaseData	useTargetAudio	3	1	bool(4)	3305	0xce9	1		0x005f4d90	0x005e27d0	0x005f4e08	vtable-init
ShapeBaseImageData	GameBaseData	seekRadius	5	4	F32	3308	0xcec	1		0x005f4d90	0x005e27d0	0x005f4e20	vtable-init
ShapeBaseImageData	GameBaseData	maxSeekAngle	5	4	F32	3312	0xcf0	1		0x005f4d90	0x005e27d0	0x005f4e38	vtable-init
ShapeBaseImageData	GameBaseData	seekTime	5	4	F32	3316	0xcf4	1		0x005f4d90	0x005e27d0	0x005f4e50	vtable-init
ShapeBaseImageData	GameBaseData	minSeekHeat	5	4	F32	3320	0xcf8	1		0x005f4d90	0x005e27d0	0x005f4e68	vtable-init
